"Word","IPA","POS","Category","Definition","Examples","Notes","Synonyms","Antonyms","SynonymDistinction"
"Einstein","/ˈaɪnʃtaɪn/","n.","历史人物","义1. 爱因斯坦（1879–1955，物理学家，相对论提出者，1921 诺贝尔物理学奖）","义1:
  • Einstein published the theory of relativity in 1905.
  • Einstein's E=mc² reshaped physics.
  • Einstein fled Nazi Germany and later urged atomic caution.","相对论的提出者；也象征‘天才’。","","",""
"premise","/ˈpremɪs/","n.","学术写作","义1. 前提；假定（论证的起点）","义1:
  • The argument rests on a false premise.
  • We must question the premise that growth equals progress.
  • His theory starts from the premise of equal opportunity.","常用 on the premise that...；复数 premises 也指‘房屋/经营场所’。","assumption、presupposition","conclusion","assumption 最日常‘假定’；presupposition 是‘预先假定’；premise 在逻辑/论文中指‘作为推理基础的前提’。"
"thesis","/ˈθiːsɪs/","n.","学术写作","义1. 论点；论文（学位论文）","义1:
  • The thesis of the book is that cities make us freer.
  • She is writing her doctoral thesis on climate law.
  • His thesis challenges the standard view.","复数 theses；‘毕业论文’英式 dissertation，美式 thesis 常指硕士/博士论文。","argument、dissertation、claim","","argument 泛指论证；claim 指‘主张’；thesis 是系统性的‘中心论点/学位论文’。"
"empirical","/ɪmˈpɪrɪkl/","adj.","学术写作","义1. 实证的；基于观察/实验的","义1:
  • We need empirical evidence, not just theory.
  • The claim lacks empirical support.
  • Empirical studies show a clear effect.","反义 theoretical；名词 empiricism（经验主义）。","observational、experimental","theoretical、speculative","observational 偏‘观察得来’；experimental 指‘实验控制’；empirical 总称‘来自经验证据’。"
"quantitative","/ˈkwɒntɪtətɪv/","adj.","学术写作","义1. 定量的（可用数字衡量）","义1:
  • The study uses quantitative data from 10,000 surveys.
  • Quantitative analysis reveals a steady decline.
  • They prefer quantitative over qualitative methods.","反义 qualitative（定性的）；量化研究 quantitative research。","numerical、measurable","qualitative","numerical 泛指‘数字的’；measurable 指‘可测的’；quantitative 是方法论上‘定量’研究。"
"qualitative","/ˈkwɒlɪtətɪv/","adj.","学术写作","义1. 定性的（关于性质、特征）","义1:
  • We collected qualitative feedback through interviews.
  • Qualitative research explores meanings, not numbers.
  • The report combines qualitative and quantitative findings.","反义 quantitative。","descriptive、subjective","quantitative","descriptive 指‘描述性’；subjective 指‘主观’；qualitative 专指‘质性/非数值’研究取向。"
"synthesize","/ˈsɪnθəsaɪz/","v.","学术写作","义1. 综合；归纳（整合多方信息得出结论）","义1:
  • The paper synthesizes findings from 40 studies.
  • He synthesized the debate into three positions.
  • Chapter 5 synthesizes the main arguments.","名词 synthesis；形容词 synthetic（合成的）。论文常用‘综合既有研究’。","integrate、summarize、combine","analyze、break down","summarize 偏‘简要重述’；integrate 指‘整合’；synthesize 强调‘把分散材料提炼成新整体’。"
"articulate","/ɑːˈtɪkjuleɪt/","v./adj.","学术写作","义1. 清晰表达；发音清晰的","义1:
  • She articulated her concerns with precision.
  • The report articulates a novel framework.
  • He is an articulate and confident speaker.","作形容词读 /ɑːˈtɪkjələt/ 指‘口齿清晰、善于表达’；作动词指‘阐明’。","express、voice、eloquent","mumble、incoherent","express 通用‘表达’；voice 指‘说出（意见）’；articulate 强调‘条理清晰、措辞到位’。"
"salient","/ˈseɪliənt/","adj.","学术写作","义1. 显著的；最突出的","义1:
  • The salient feature of the data is its volatility.
  • Three salient points emerge from the discussion.
  • He ignored the most salient fact.","正式；常修饰 point / feature / difference。","prominent、notable、striking","minor、trivial","prominent 指‘显眼/重要’；notable 指‘值得注意’；salient 正式、强调‘最关健、跃然而出’。"
"tentative","/ˈtentətɪv/","adj.","学术写作","义1. 初步的；试探性的","义1:
  • These are tentative conclusions pending more data.
  • We offer a tentative explanation.
  • He made a tentative suggestion.","名词 tentativeness；常修饰 finding / conclusion / plan。","provisional、preliminary、hesitant","definitive、firm","provisional 指‘临时替代’；preliminary 指‘前期’；tentative 强调‘尚不肯定、留有余地’。"
"underlie","/ˌʌndəˈlaɪ/","v.","学术写作","义1. 构成…的基础；是…的深层原因","义1:
  • A shared belief underlies both policies.
  • The principle that underlies the law is fairness.
  • Several factors underlie the recent unrest.","过去式 underlay，过去分词 underlain；形容词 underlying（潜在的）。","ground、base、explain","","base 通用‘基于’；ground 指‘使有根据’；underlie 强调‘在底层支撑/成因’。"
"albeit","/ɔːlˈbiːɪt/","conj.","学术写作","义1. 尽管；虽然（语气正式）","义1:
  • The plan succeeded, albeit slowly.
  • Useful, albeit limited, evidence was found.
  • He agreed, albeit reluctantly.","= although，但更书面，常连接一个让步小句。","though、although","","though/although 更口语；albeit 正式、紧凑，常置于形容词或短语前。"
"allegory","/ˈæləɡəri/","n.","英语文学","义1. 寓言；讽喻（整体象征叙事）","义1:
  • 'Animal Farm' is an allegory of the Russian Revolution.
  • The poem works as a political allegory.
  • Mediaeval allegories taught moral lessons.","形容词 allegorical；与 metaphor 区别：allegory 是整篇的系统性象征。","parable、fable、symbolism","","fable 短小的道德故事（常动物主角）；parable 圣经式比喻；allegory 是长篇、多层象征叙事。"
"symbolism","/ˈsɪmbəlɪzəm/","n.","英语文学","义1. 象征主义；象征手法","义1:
  • The green light is a symbolism of Gatsby's hope.
  • The novel is rich in religious symbolism.
  • Symbolism conveys meaning beyond the literal.","也指 19 世纪‘象征主义’文艺流派；形容词 symbolic。","metaphor、allegory","","metaphor 是单个修辞；allegory 是整篇象征；symbolism 是‘用象征表意’的手法或流派。"
"imagery","/ˈɪmɪdʒəri/","n.","英语文学","义1. 意象（唤起感官的画面语言）","义1:
  • The poem's sea imagery evokes calm.
  • Visual imagery dominates the opening scene.
  • He uses olfactory imagery to recall childhood.","分 visual / auditory / tactile 等；不是‘图片’。","figures、descriptive language","","description 通用‘描写’；imagery 特指‘唤起感官形象的修辞语言’。"
"motif","/məʊˈtiːf/","n.","英语文学","义1. 母题；反复出现的主题元素","义1:
  • The journey is a recurring motif in the book.
  • Water is a motif symbolizing renewal.
  • The composer reuses a musical motif.","也用于艺术/音乐；区别于 theme（更抽象的中心思想）。","theme、leitmotif","","theme 是中心思想；motif 是‘反复出现的具体意象/元素’，可视为 theme 的载体。"
"protagonist","/prəˈtæɡənɪst/","n.","英语文学","义1. 主角；主要人物","义1:
  • The protagonist struggles against fate.
  • A flawed protagonist engages readers more.
  • The protagonist learns humility by the end.","反义 antagonist（对手）；复数 protagonists。","hero、main character","antagonist","hero 带‘正面’色彩；main character 中性；protagonist 是叙事学‘推动情节的主角’，可非正面。"
"climax","/ˈklaɪmæks/","n.","英语文学","义1. 高潮（情节最紧张处）","义1:
  • The climax occurs when the two rivals meet.
  • The film's climax is quietly moving.
  • The argument builds to a climax.","结构：exposition → rising action → climax → falling action → resolution。","peak、turning point","anticlimax","peak 泛指‘顶点’；turning point 指‘转折’；climax 专指叙事‘张力顶点’。"
"denouement","/deɪˈnuːmɒ̃/","n.","英语文学","义1. 结局；收场（谜团解开）","义1:
  • The denouement reveals the murderer.
  • The novel's denouement feels rushed.
  • In the denouement, loose ends are tied.","源自法语；也拼 dénouement；指‘解结’。","resolution、ending","","ending 通用‘结尾’；resolution 指‘矛盾解决’；denouement 强调‘此前悬疑的最终揭晓’。"
"catharsis","/kəˈθɑːsɪs/","n.","英语文学","义1. 宣泄；净化（观众情绪释放）","义1:
  • Tragedy offers catharsis through pity and fear.
  • The finale provides emotional catharsis.
  • Writing became her catharsis.","亚里士多德《诗学》；形容词 cathartic。","release、purification","","release 通用‘释放’；purification 指‘净化’；catharsis 是美学/心理专用‘情感宣泄’。"
"soliloquy","/səˈlɪləkwi/","n.","英语文学","义1. 独白（角色自言自语，观众听见）","义1:
  • Hamlet's soliloquy 'To be or not to be' is famous.
  • The soliloquy reveals her true motive.
  • He delivers a long soliloquy in Act III.","区别于 aside（旁白，对其他角色隐蔽）；复数 soliloquies。","monologue、aside","","monologue 泛指‘个人长篇讲话’；aside 是‘面向观众、他人听不到’的旁白；soliloquy 是‘独自思考出声’。"
"realism","/ˈrɪəlɪzəm/","n.","英语文学","义1. 现实主义（如实描写现实）","义1:
  • Nineteenth-century realism depicted ordinary life.
  • The novel is a study in social realism.
  • Magical realism blends the real with the fantastic.","反义 romanticism；相关 naturalism（自然主义更决定论）。","naturalism、verisimilitude","romanticism、fantasy","naturalism 更强调‘环境/遗传决定论’；verisimilitude 指‘逼真感’；realism 是‘如实再现现实’的流派/态度。"
"modernism","/ˈmɒdənɪzəm/","n.","英语文学","义1. 现代主义（20 世纪初反传统的实验潮流）","义1:
  • Modernism broke with Victorian conventions.
  • Stream of consciousness is a modernist technique.
  • Eliot and Woolf are modernist writers.","反义/后继 postmodernism（后现代主义）。","avant-garde、experimentalism","traditionalism","avant-garde 泛指‘先锋’；experimentalism 指‘实验性’；modernism 是特定历史流派。"
"statute","/ˈstætʃuːt/","n.","法律政治","义1. 成文法；制定法","义1:
  • The statute prohibits discrimination at work.
  • Under the statute, the act is a crime.
  • Congress passed a new statute.","区别于 common law（判例法）；形容词 statutory。","law、act、legislation","","law 泛指法律；act 指‘法案/单行法’；statute 是‘经立法程序制定的成文法条’。"
